NAME_ENGL,ISO3_CODE,total,value,pillar_num,commitment_num,note,group,group_value,country_url,row_id,x,y,pillar_num_cardinal,pillar_txt,commitment_num_cardinal,commitment_txt_cardinal,fx,fy
Kazakhstan,KAZ,50.443752870018,50.51582139099327,1,3,NA,Getting on track,Getting on track,countries/kaz,78,3,51.12046855336365,1,Connectivity and infrastructure,3,Network Readiness Index,3,15
Kazakhstan,KAZ,50.443752870018,34,2,4,NA,Getting on track,Off course,countries/kaz,78,3,33.00260825548321,2,Rights and freedoms,4,Freedom on the Net,3,15
Kazakhstan,KAZ,50.443752870018,23,2,5,NA,Getting on track,Off course,countries/kaz,78,3,23.748017685487866,2,Rights and freedoms,5,Freedom in the World,3,15
Kazakhstan,KAZ,50.443752870018,53.60672797119281,2,6,NA,Getting on track,Getting on track,countries/kaz,78,3,52.20446892684362,2,Rights and freedoms,6,Rule of Law Index,3,15
Kazakhstan,KAZ,50.443752870018,63.11787072243347,3,7,NA,Getting on track,Getting on track,countries/kaz,78,3,62.82725272095009,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,15
Kazakhstan,KAZ,50.443752870018,9.91,3,8,NA,Getting on track,Off course,countries/kaz,78,3,9.159255775474012,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,15
Kazakhstan,KAZ,50.443752870018,52.29166666666667,3,9,NA,Getting on track,Getting on track,countries/kaz,78,3,53.917744801069304,3,Responsibility and sustainability,9,DTI Index,3,15
Kazakhstan,KAZ,50.443752870018,94.05332324768743,4,10,NA,Getting on track,Leading,countries/kaz,78,3,95.10256730228058,4,Trust and resilience,10,Global Cybersecurity Index,3,15
Kazakhstan,KAZ,50.443752870018,48,4,11,NA,Getting on track,Off course,countries/kaz,78,3,48.035961808636785,4,Trust and resilience,11,Overall Resilience,3,15
Kazakhstan,KAZ,50.443752870018,47.85,4,12,NA,Getting on track,Off course,countries/kaz,78,3,46.494892727024855,4,Trust and resilience,12,Accountability Index,3,15
Kenya,KEN,57.6796221429685,58.5,1,1,NA,Getting on track,Getting on track,countries/ken,79,3,57.58176106773317,1,Connectivity and infrastructure,1,ICT Development Index,4,15
Kenya,KEN,57.6796221429685,53.84115301035821,1,2,NA,Getting on track,Getting on track,countries/ken,79,3,55.518587409150896,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,15
Kenya,KEN,57.6796221429685,47.0557730476196,1,3,NA,Getting on track,Off course,countries/ken,79,3,45.58674425900086,1,Connectivity and infrastructure,3,Network Readiness Index,4,15
Kenya,KEN,57.6796221429685,64,2,4,NA,Getting on track,Getting on track,countries/ken,79,3,64.53900414984673,2,Rights and freedoms,4,Freedom on the Net,4,15
Kenya,KEN,57.6796221429685,51,2,5,NA,Getting on track,Getting on track,countries/ken,79,3,52.109659970737994,2,Rights and freedoms,5,Freedom in the World,4,15
Kenya,KEN,57.6796221429685,45.28428713547938,2,6,NA,Getting on track,Off course,countries/ken,79,3,44.49969160406791,2,Rights and freedoms,6,Rule of Law Index,4,15
Kenya,KEN,57.6796221429685,95.81749049429658,3,7,NA,Getting on track,Leading,countries/ken,79,3,95.99367695343557,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,15
Kenya,KEN,57.6796221429685,8.79,3,8,NA,Getting on track,Off course,countries/ken,79,3,7.689554150179028,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,15
Kenya,KEN,57.6796221429685,51.87500000000001,3,9,NA,Getting on track,Getting on track,countries/ken,79,3,53.25825732015074,3,Responsibility and sustainability,9,DTI Index,4,15
Kenya,KEN,57.6796221429685,98.5917620278688,4,10,NA,Getting on track,Leading,countries/ken,79,3,100.5102695600854,4,Trust and resilience,10,Global Cybersecurity Index,4,15
Kenya,KEN,57.6796221429685,42,4,11,NA,Getting on track,Off course,countries/ken,79,3,41.00764638092369,4,Trust and resilience,11,Overall Resilience,4,15
Kenya,KEN,57.6796221429685,75.4,4,12,NA,Getting on track,On track,countries/ken,79,3,77.02345574516804,4,Trust and resilience,12,Accountability Index,4,15
Kuwait,KWT,56.8758386349522,100,1,1,NA,Getting on track,Leading,countries/kwt,80,3,99.86062851455063,1,Connectivity and infrastructure,1,ICT Development Index,0,16
Kuwait,KWT,56.8758386349522,100,1,2,NA,Getting on track,Leading,countries/kwt,80,3,100.32063643727452,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,16
Kuwait,KWT,56.8758386349522,49.30090959481751,1,3,NA,Getting on track,Off course,countries/kwt,80,3,50.36647984124576,1,Connectivity and infrastructure,3,Network Readiness Index,0,16
Kuwait,KWT,56.8758386349522,NA,2,4,NA,Getting on track,NA,countries/kwt,80,3,NA,2,Rights and freedoms,4,Freedom on the Net,0,16
Kuwait,KWT,56.8758386349522,31,2,5,NA,Getting on track,Off course,countries/kwt,80,3,29.375696818344295,2,Rights and freedoms,5,Freedom in the World,0,16
Kuwait,KWT,56.8758386349522,58.33344597165191,2,6,NA,Getting on track,Getting on track,countries/kwt,80,3,56.70637737755382,2,Rights and freedoms,6,Rule of Law Index,0,16
Kuwait,KWT,56.8758386349522,38.40304182509506,3,7,NA,Getting on track,Off course,countries/kwt,80,3,39.85335045068139,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,16
Kuwait,KWT,56.8758386349522,19.11,3,8,NA,Getting on track,Off course,countries/kwt,80,3,19.22534621194005,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,16
Kuwait,KWT,56.8758386349522,51.979166666666664,3,9,NA,Getting on track,Getting on track,countries/kwt,80,3,50.042467651578285,3,Responsibility and sustainability,9,DTI Index,0,16
Kuwait,KWT,56.8758386349522,60.73266092624394,4,10,NA,Getting on track,Getting on track,countries/kwt,80,3,60.7764780691999,4,Trust and resilience,10,Global Cybersecurity Index,0,16
Kuwait,KWT,56.8758386349522,50,4,11,NA,Getting on track,Off course,countries/kwt,80,3,49.77247735392302,4,Trust and resilience,11,Overall Resilience,0,16
Kuwait,KWT,56.8758386349522,66.775,4,12,NA,Getting on track,On track,countries/kwt,80,3,66.24205966629088,4,Trust and resilience,12,Accountability Index,0,16
Kyrgyzstan,KGZ,57.0128743127915,88.3,1,1,NA,Getting on track,Leading,countries/kgz,81,3,87.71142354346811,1,Connectivity and infrastructure,1,ICT Development Index,1,16
Kyrgyzstan,KGZ,57.0128743127915,100,1,2,NA,Getting on track,Leading,countries/kgz,81,3,101.90161871816963,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,16
Kyrgyzstan,KGZ,57.0128743127915,44.15504514775505,1,3,NA,Getting on track,Off course,countries/kgz,81,3,44.51147413044502,1,Connectivity and infrastructure,3,Network Readiness Index,1,16
Kyrgyzstan,KGZ,57.0128743127915,48,2,4,NA,Getting on track,Off course,countries/kgz,81,3,49.531172160990536,2,Rights and freedoms,4,Freedom on the Net,1,16
Kyrgyzstan,KGZ,57.0128743127915,26,2,5,NA,Getting on track,Off course,countries/kgz,81,3,24.96259797178209,2,Rights and freedoms,5,Freedom in the World,1,16
Kyrgyzstan,KGZ,57.0128743127915,45.33077182836502,2,6,NA,Getting on track,Off course,countries/kgz,81,3,44.38494424085736,2,Rights and freedoms,6,Rule of Law Index,1,16
Kyrgyzstan,KGZ,57.0128743127915,93.5361216730038,3,7,NA,Getting on track,Leading,countries/kgz,81,3,94.69134269194402,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,16
Kyrgyzstan,KGZ,57.0128743127915,7.4,3,8,NA,Getting on track,Off course,countries/kgz,81,3,7.177072726748884,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,16
Kyrgyzstan,KGZ,57.0128743127915,65.10416666666667,3,9,NA,Getting on track,On track,countries/kgz,81,3,63.56327154270063,3,Responsibility and sustainability,9,DTI Index,1,16
Kyrgyzstan,KGZ,57.0128743127915,65.60338643770805,4,10,NA,Getting on track,On track,countries/kgz,81,3,64.43689223304531,4,Trust and resilience,10,Global Cybersecurity Index,1,16
Kyrgyzstan,KGZ,57.0128743127915,46,4,11,NA,Getting on track,Off course,countries/kgz,81,3,44.80233585834503,4,Trust and resilience,11,Overall Resilience,1,16
Kyrgyzstan,KGZ,57.0128743127915,54.725,4,12,NA,Getting on track,Getting on track,countries/kgz,81,3,56.06809240244329,4,Trust and resilience,12,Accountability Index,1,16
Laos,LAO,46.1353420559495,65.3,1,1,NA,Off course,On track,countries/lao,82,3,63.50157787483185,1,Connectivity and infrastructure,1,ICT Development Index,2,16
Laos,LAO,46.1353420559495,100,1,2,NA,Off course,Leading,countries/lao,82,3,99.51773985940963,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,16
Laos,LAO,46.1353420559495,36.36457593289162,1,3,NA,Off course,Off course,countries/lao,82,3,37.31848072090144,1,Connectivity and infrastructure,3,Network Readiness Index,2,16
Laos,LAO,46.1353420559495,NA,2,4,NA,Off course,NA,countries/lao,82,3,NA,2,Rights and freedoms,4,Freedom on the Net,2,16
Laos,LAO,46.1353420559495,13,2,5,NA,Off course,Off course,countries/lao,82,3,13.910102195106447,2,Rights and freedoms,5,Freedom in the World,2,16
Laos,LAO,46.1353420559495,NA,2,6,NA,Off course,NA,countries/lao,82,3,NA,2,Rights and freedoms,6,Rule of Law Index,2,16
Laos,LAO,46.1353420559495,88.212927756654,3,7,NA,Off course,Leading,countries/lao,82,3,88.34306815621433,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,16
Laos,LAO,46.1353420559495,1.66,3,8,NA,Off course,Off course,countries/lao,82,3,2.5575383238866927,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,16
Laos,LAO,46.1353420559495,56.97916666666667,3,9,NA,Off course,Getting on track,countries/lao,82,3,57.86930618124704,3,Responsibility and sustainability,9,DTI Index,2,16
Laos,LAO,46.1353420559495,33.73675020328295,4,10,NA,Off course,Off course,countries/lao,82,3,32.5687648375569,4,Trust and resilience,10,Global Cybersecurity Index,2,16
Laos,LAO,46.1353420559495,40,4,11,NA,Off course,Off course,countries/lao,82,3,41.61921189725399,4,Trust and resilience,11,Overall Resilience,2,16
Laos,LAO,46.1353420559495,26.1,4,12,NA,Off course,Off course,countries/lao,82,3,26.228558749333025,4,Trust and resilience,12,Accountability Index,2,16
Latvia,LVA,73.9529617109258,94.3,1,1,NA,On track,Leading,countries/lva,83,3,93.46400462482124,1,Connectivity and infrastructure,1,ICT Development Index,3,16
Latvia,LVA,73.9529617109258,100,1,2,NA,On track,Leading,countries/lva,83,3,100.76113536860794,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,16
Latvia,LVA,73.9529617109258,57.67967600623058,1,3,NA,On track,Getting on track,countries/lva,83,3,59.37235445683734,1,Connectivity and infrastructure,3,Network Readiness Index,3,16
Latvia,LVA,73.9529617109258,NA,2,4,NA,On track,NA,countries/lva,83,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,16
Latvia,LVA,73.9529617109258,89,2,5,NA,On track,Leading,countries/lva,83,3,88.83420888520777,2,Rights and freedoms,5,Freedom in the World,3,16
Latvia,LVA,73.9529617109258,73.28403045969962,2,6,NA,On track,On track,countries/lva,83,3,72.56480940046667,2,Rights and freedoms,6,Rule of Law Index,3,16
Latvia,LVA,73.9529617109258,56.65399239543726,3,7,NA,On track,Getting on track,countries/lva,83,3,58.622023949920134,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,16
Latvia,LVA,73.9529617109258,26.74,3,8,NA,On track,Off course,countries/lva,83,3,27.301424816958605,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,16
Latvia,LVA,73.9529617109258,86.14583333333333,3,9,NA,On track,Leading,countries/lva,83,3,84.56253518195201,3,Responsibility and sustainability,9,DTI Index,3,16
Latvia,LVA,73.9529617109258,82.62904662548401,4,10,NA,On track,Leading,countries/lva,83,3,84.03457324675121,4,Trust and resilience,10,Global Cybersecurity Index,3,16
Latvia,LVA,73.9529617109258,57,4,11,NA,On track,Getting on track,countries/lva,83,3,57.31985037960112,4,Trust and resilience,11,Overall Resilience,3,16
Latvia,LVA,73.9529617109258,90.05,4,12,NA,On track,Leading,countries/lva,83,3,90.89675883688032,4,Trust and resilience,12,Accountability Index,3,16
Lebanon,LBN,48.0557318613207,NA,1,1,NA,Off course,NA,countries/lbn,84,3,NA,1,Connectivity and infrastructure,1,ICT Development Index,4,16
Lebanon,LBN,48.0557318613207,100,1,2,NA,Off course,Leading,countries/lbn,84,3,99.88358362391591,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,16
Lebanon,LBN,48.0557318613207,NA,1,3,NA,Off course,NA,countries/lbn,84,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,4,16
Lebanon,LBN,48.0557318613207,50,2,4,NA,Off course,Off course,countries/lbn,84,3,51.06783796008676,2,Rights and freedoms,4,Freedom on the Net,4,16
Lebanon,LBN,48.0557318613207,39,2,5,NA,Off course,Off course,countries/lbn,84,3,39.980607284232974,2,Rights and freedoms,5,Freedom in the World,4,16
Lebanon,LBN,48.0557318613207,44.16074295760223,2,6,NA,Off course,Off course,countries/lbn,84,3,44.20269075268039,2,Rights and freedoms,6,Rule of Law Index,4,16
Lebanon,LBN,48.0557318613207,61.21673003802282,3,7,NA,Off course,Getting on track,countries/lbn,84,3,59.21769183906001,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,16
Lebanon,LBN,48.0557318613207,3.69,3,8,NA,Off course,Off course,countries/lbn,84,3,2.920226919054985,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,16
Lebanon,LBN,48.0557318613207,NA,3,9,NA,Off course,NA,countries/lbn,84,3,NA,3,Responsibility and sustainability,9,DTI Index,4,16
Lebanon,LBN,48.0557318613207,32.384113756262025,4,10,NA,Off course,Off course,countries/lbn,84,3,31.04758542615201,4,Trust and resilience,10,Global Cybersecurity Index,4,16
Lebanon,LBN,48.0557318613207,38,4,11,NA,Off course,Off course,countries/lbn,84,3,36.75340727157891,4,Trust and resilience,11,Overall Resilience,4,16
Lebanon,LBN,48.0557318613207,64.05,4,12,NA,Off course,Getting on track,countries/lbn,84,3,63.6551468597725,4,Trust and resilience,12,Accountability Index,4,16
Lesotho,LSO,54.1878285350413,48.8,1,1,NA,Getting on track,Off course,countries/lso,85,3,47.36270540691912,1,Connectivity and infrastructure,1,ICT Development Index,0,17
Lesotho,LSO,54.1878285350413,100,1,2,NA,Getting on track,Leading,countries/lso,85,3,98.01748403720558,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,17
Lesotho,LSO,54.1878285350413,27.652537611217,1,3,NA,Getting on track,Off course,countries/lso,85,3,28.753893596024014,1,Connectivity and infrastructure,3,Network Readiness Index,0,17
Lesotho,LSO,54.1878285350413,NA,2,4,NA,Getting on track,NA,countries/lso,85,3,NA,2,Rights and freedoms,4,Freedom on the Net,0,17
Lesotho,LSO,54.1878285350413,66,2,5,NA,Getting on track,On track,countries/lso,85,3,66.62669359147549,2,Rights and freedoms,5,Freedom in the World,0,17
Lesotho,LSO,54.1878285350413,NA,2,6,NA,Getting on track,NA,countries/lso,85,3,NA,2,Rights and freedoms,6,Rule of Law Index,0,17
Lesotho,LSO,54.1878285350413,96.95817490494296,3,7,NA,Getting on track,Leading,countries/lso,85,3,94.99597459020511,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,17
Lesotho,LSO,54.1878285350413,1.16,3,8,NA,Getting on track,Off course,countries/lso,85,3,-0.29441428571939476,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,17
Lesotho,LSO,54.1878285350413,58.12500000000001,3,9,NA,Getting on track,Getting on track,countries/lso,85,3,57.539992057718344,3,Responsibility and sustainability,9,DTI Index,0,17
Lesotho,LSO,54.1878285350413,30.582572834253455,4,10,NA,Getting on track,Off course,countries/lso,85,3,29.799317131437505,4,Trust and resilience,10,Global Cybersecurity Index,0,17
Lesotho,LSO,54.1878285350413,36,4,11,NA,Getting on track,Off course,countries/lso,85,3,37.69557448569685,4,Trust and resilience,11,Overall Resilience,0,17
Lesotho,LSO,54.1878285350413,76.6,4,12,NA,Getting on track,On track,countries/lso,85,3,77.20679562855511,4,Trust and resilience,12,Accountability Index,0,17
Liberia,LBR,48.9028650363395,37.1,1,1,NA,Off course,Off course,countries/lbr,86,3,38.49292943198234,1,Connectivity and infrastructure,1,ICT Development Index,1,17
Liberia,LBR,48.9028650363395,52.27208343493193,1,2,NA,Off course,Getting on track,countries/lbr,86,3,54.2520569634661,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,17
Liberia,LBR,48.9028650363395,NA,1,3,NA,Off course,NA,countries/lbr,86,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,1,17
Liberia,LBR,48.9028650363395,NA,2,4,NA,Off course,NA,countries/lbr,86,3,NA,2,Rights and freedoms,4,Freedom on the Net,1,17
Liberia,LBR,48.9028650363395,64,2,5,NA,Off course,Getting on track,countries/lbr,86,3,65.80710215121508,2,Rights and freedoms,5,Freedom in the World,1,17
Liberia,LBR,48.9028650363395,44.1384767209461,2,6,NA,Off course,Off course,countries/lbr,86,3,43.580701360414,2,Rights and freedoms,6,Rule of Law Index,1,17
Liberia,LBR,48.9028650363395,99.61977186311786,3,7,NA,Off course,Leading,countries/lbr,86,3,100.0346369946078,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,17
Liberia,LBR,48.9028650363395,0.67,3,8,NA,Off course,Off course,countries/lbr,86,3,1.1281518564373254,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,17
Liberia,LBR,48.9028650363395,62.708333333333336,3,9,NA,Off course,Getting on track,countries/lbr,86,3,63.20977618576338,3,Responsibility and sustainability,9,DTI Index,1,17
Liberia,LBR,48.9028650363395,21.344985011066733,4,10,NA,Off course,Off course,countries/lbr,86,3,21.31745204146528,4,Trust and resilience,10,Global Cybersecurity Index,1,17
Liberia,LBR,48.9028650363395,31,4,11,NA,Off course,Off course,countries/lbr,86,3,32.88400147203356,4,Trust and resilience,11,Overall Resilience,1,17
Liberia,LBR,48.9028650363395,76.175,4,12,NA,Off course,On track,countries/lbr,86,3,76.01041501779109,4,Trust and resilience,12,Accountability Index,1,17
Libya,LBY,48.0479020804796,88.1,1,1,NA,Off course,Leading,countries/lby,87,3,86.30155094005167,1,Connectivity and infrastructure,1,ICT Development Index,2,17
Libya,LBY,48.0479020804796,100,1,2,NA,Off course,Leading,countries/lby,87,3,100.67630076315254,1,Connectivity and infrastructure,2,Global Internet Shutdowns,2,17
Libya,LBY,48.0479020804796,NA,1,3,NA,Off course,NA,countries/lby,87,3,NA,1,Connectivity and infrastructure,3,Network Readiness Index,2,17
Libya,LBY,48.0479020804796,43,2,4,NA,Off course,Off course,countries/lby,87,3,41.69583746884018,2,Rights and freedoms,4,Freedom on the Net,2,17
Libya,LBY,48.0479020804796,10,2,5,NA,Off course,Off course,countries/lby,87,3,8.171755974180996,2,Rights and freedoms,5,Freedom in the World,2,17
Libya,LBY,48.0479020804796,NA,2,6,NA,Off course,NA,countries/lby,87,3,NA,2,Rights and freedoms,6,Rule of Law Index,2,17
Libya,LBY,48.0479020804796,49.42965779467681,3,7,NA,Off course,Off course,countries/lby,87,3,48.12407269622394,3,Responsibility and sustainability,7,Global E-Waste Monitor,2,17
Libya,LBY,48.0479020804796,4.53,3,8,NA,Off course,Off course,countries/lby,87,3,3.5536533470451834,3,Responsibility and sustainability,8,Global Index on Responsible AI,2,17
Libya,LBY,48.0479020804796,30.625000000000004,3,9,NA,Off course,Off course,countries/lby,87,3,31.89735388103873,3,Responsibility and sustainability,9,DTI Index,2,17
Libya,LBY,48.0479020804796,68.0943630101198,4,10,NA,Off course,On track,countries/lby,87,3,66.14241341744007,4,Trust and resilience,10,Global Cybersecurity Index,2,17
Libya,LBY,48.0479020804796,33,4,11,NA,Off course,Off course,countries/lby,87,3,32.62546303961426,4,Trust and resilience,11,Overall Resilience,2,17
Libya,LBY,48.0479020804796,53.7,4,12,NA,Off course,Getting on track,countries/lby,87,3,55.38995906971395,4,Trust and resilience,12,Accountability Index,2,17
Lithuania,LTU,75.6952727442699,94.2,1,1,NA,On track,Leading,countries/ltu,88,3,93.63008211255074,1,Connectivity and infrastructure,1,ICT Development Index,3,17
Lithuania,LTU,75.6952727442699,100,1,2,NA,On track,Leading,countries/ltu,88,3,98.41706775594503,1,Connectivity and infrastructure,2,Global Internet Shutdowns,3,17
Lithuania,LTU,75.6952727442699,59.95431279338238,1,3,NA,On track,Getting on track,countries/ltu,88,3,58.84904984797624,1,Connectivity and infrastructure,3,Network Readiness Index,3,17
Lithuania,LTU,75.6952727442699,NA,2,4,NA,On track,NA,countries/ltu,88,3,NA,2,Rights and freedoms,4,Freedom on the Net,3,17
Lithuania,LTU,75.6952727442699,89,2,5,NA,On track,Leading,countries/ltu,88,3,87.10140283219516,2,Rights and freedoms,5,Freedom in the World,3,17
Lithuania,LTU,75.6952727442699,77.3547166760273,2,6,NA,On track,On track,countries/ltu,88,3,78.04417721528631,2,Rights and freedoms,6,Rule of Law Index,3,17
Lithuania,LTU,75.6952727442699,50.95057034220532,3,7,NA,On track,Getting on track,countries/ltu,88,3,50.61917558785513,3,Responsibility and sustainability,7,Global E-Waste Monitor,3,17
Lithuania,LTU,75.6952727442699,35.78,3,8,NA,On track,Off course,countries/ltu,88,3,37.4939787171036,3,Responsibility and sustainability,8,Global Index on Responsible AI,3,17
Lithuania,LTU,75.6952727442699,83.125,3,9,NA,On track,Leading,countries/ltu,88,3,85.05037970468402,3,Responsibility and sustainability,9,DTI Index,3,17
Lithuania,LTU,75.6952727442699,92.73340037535405,4,10,NA,On track,Leading,countries/ltu,88,3,91.8307476004166,4,Trust and resilience,10,Global Cybersecurity Index,3,17
Lithuania,LTU,75.6952727442699,63,4,11,NA,On track,Getting on track,countries/ltu,88,3,63.447397821582854,4,Trust and resilience,11,Overall Resilience,3,17
Lithuania,LTU,75.6952727442699,86.55,4,12,NA,On track,Leading,countries/ltu,88,3,85.17622021697461,4,Trust and resilience,12,Accountability Index,3,17
Luxembourg,LUX,79.6252368642483,92.6,1,1,NA,Leading,Leading,countries/lux,89,3,92.31952346060424,1,Connectivity and infrastructure,1,ICT Development Index,4,17
Luxembourg,LUX,79.6252368642483,100,1,2,NA,Leading,Leading,countries/lux,89,3,101.80009677726775,1,Connectivity and infrastructure,2,Global Internet Shutdowns,4,17
Luxembourg,LUX,79.6252368642483,65.44588319697787,1,3,NA,Leading,On track,countries/lux,89,3,63.62716212702354,1,Connectivity and infrastructure,3,Network Readiness Index,4,17
Luxembourg,LUX,79.6252368642483,NA,2,4,NA,Leading,NA,countries/lux,89,3,NA,2,Rights and freedoms,4,Freedom on the Net,4,17
Luxembourg,LUX,79.6252368642483,97,2,5,NA,Leading,Leading,countries/lux,89,3,98.80374753754586,2,Rights and freedoms,5,Freedom in the World,4,17
Luxembourg,LUX,79.6252368642483,82.96484524062892,2,6,NA,Leading,Leading,countries/lux,89,3,83.92116073849668,2,Rights and freedoms,6,Rule of Law Index,4,17
Luxembourg,LUX,79.6252368642483,22.43346007604563,3,7,NA,Leading,Off course,countries/lux,89,3,23.90168059681022,3,Responsibility and sustainability,7,Global E-Waste Monitor,4,17
Luxembourg,LUX,79.6252368642483,NA,3,8,NA,Leading,NA,countries/lux,89,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,4,17
Luxembourg,LUX,79.6252368642483,78.54166666666667,3,9,NA,Leading,On track,countries/lux,89,3,76.92591598971437,3,Responsibility and sustainability,9,DTI Index,4,17
Luxembourg,LUX,79.6252368642483,98.71651346216396,4,10,NA,Leading,Leading,countries/lux,89,3,98.1509841985856,4,Trust and resilience,10,Global Cybersecurity Index,4,17
Luxembourg,LUX,79.6252368642483,66,4,11,NA,Leading,On track,countries/lux,89,3,65.76932484097779,4,Trust and resilience,11,Overall Resilience,4,17
Luxembourg,LUX,79.6252368642483,92.55,4,12,NA,Leading,Leading,countries/lux,89,3,90.57999068982899,4,Trust and resilience,12,Accountability Index,4,17
Madagascar,MDG,55.140046873368,29.9,1,1,NA,Getting on track,Off course,countries/mdg,90,3,28.943921136297284,1,Connectivity and infrastructure,1,ICT Development Index,0,18
Madagascar,MDG,55.140046873368,100,1,2,NA,Getting on track,Leading,countries/mdg,90,3,100.52839780598879,1,Connectivity and infrastructure,2,Global Internet Shutdowns,0,18
Madagascar,MDG,55.140046873368,26.99905908703023,1,3,NA,Getting on track,Off course,countries/mdg,90,3,28.708168764032063,1,Connectivity and infrastructure,3,Network Readiness Index,0,18
Madagascar,MDG,55.140046873368,NA,2,4,NA,Getting on track,NA,countries/mdg,90,3,NA,2,Rights and freedoms,4,Freedom on the Net,0,18
Madagascar,MDG,55.140046873368,55,2,5,NA,Getting on track,Getting on track,countries/mdg,90,3,53.273102507926524,2,Rights and freedoms,5,Freedom in the World,0,18
Madagascar,MDG,55.140046873368,42.89041843953808,2,6,NA,Getting on track,Off course,countries/mdg,90,3,41.48604209385147,2,Rights and freedoms,6,Rule of Law Index,0,18
Madagascar,MDG,55.140046873368,99.61977186311786,3,7,NA,Getting on track,Leading,countries/mdg,90,3,100.21303890996431,3,Responsibility and sustainability,7,Global E-Waste Monitor,0,18
Madagascar,MDG,55.140046873368,NA,3,8,NA,Getting on track,NA,countries/mdg,90,3,NA,3,Responsibility and sustainability,8,Global Index on Responsible AI,0,18
Madagascar,MDG,55.140046873368,64.6875,3,9,NA,Getting on track,Getting on track,countries/mdg,90,3,66.26474849972874,3,Responsibility and sustainability,9,DTI Index,0,18
Madagascar,MDG,55.140046873368,31.70371934399401,4,10,NA,Getting on track,Off course,countries/mdg,90,3,31.310074406679917,4,Trust and resilience,10,Global Cybersecurity Index,0,18
Madagascar,MDG,55.140046873368,40,4,11,NA,Getting on track,Off course,countries/mdg,90,3,39.81096847821027,4,Trust and resilience,11,Overall Resilience,0,18
Madagascar,MDG,55.140046873368,60.6,4,12,NA,Getting on track,Getting on track,countries/mdg,90,3,59.59449608568102,4,Trust and resilience,12,Accountability Index,0,18
Malawi,MWI,53.326219375578,33.1,1,1,NA,Getting on track,Off course,countries/mwi,91,3,32.335827050171794,1,Connectivity and infrastructure,1,ICT Development Index,1,18
Malawi,MWI,53.326219375578,52.27208343493193,1,2,NA,Getting on track,Getting on track,countries/mwi,91,3,51.53790882854163,1,Connectivity and infrastructure,2,Global Internet Shutdowns,1,18
Malawi,MWI,53.326219375578,31.75134154645089,1,3,NA,Getting on track,Off course,countries/mwi,91,3,30.758346679185667,1,Connectivity and infrastructure,3,Network Readiness Index,1,18
Malawi,MWI,53.326219375578,59,2,4,NA,Getting on track,Getting on track,countries/mwi,91,3,57.38702475372702,2,Rights and freedoms,4,Freedom on the Net,1,18
Malawi,MWI,53.326219375578,65,2,5,NA,Getting on track,Getting on track,countries/mwi,91,3,66.34183822572231,2,Rights and freedoms,5,Freedom in the World,1,18
Malawi,MWI,53.326219375578,51.9545478213908,2,6,NA,Getting on track,Getting on track,countries/mwi,91,3,53.60209333974438,2,Rights and freedoms,6,Rule of Law Index,1,18
Malawi,MWI,53.326219375578,100,3,7,NA,Getting on track,Leading,countries/mwi,91,3,101.47756249736995,3,Responsibility and sustainability,7,Global E-Waste Monitor,1,18
Malawi,MWI,53.326219375578,1.4,3,8,NA,Getting on track,Off course,countries/mwi,91,3,1.7040494229644536,3,Responsibility and sustainability,8,Global Index on Responsible AI,1,18
Malawi,MWI,53.326219375578,58.64583333333333,3,9,NA,Getting on track,Getting on track,countries/mwi,91,3,59.1810960456108,3,Responsibility and sustainability,9,DTI Index,1,18
Malawi,MWI,53.326219375578,80.42082637083016,4,10,NA,Getting on track,Leading,countries/mwi,91,3,79.14370516035936,4,Trust and resilience,10,Global Cybersecurity Index,1,18
Malawi,MWI,53.326219375578,31,4,11,NA,Getting on track,Off course,countries/mwi,91,3,30.013808803632855,4,Trust and resilience,11,Overall Resilience,1,18
